wscale;rto;rtt;mss;pmtu;rcvmss;advmss;cwnd;ssthresh;bytes_sent;bytes_retrans;bytes_acked;segs_out;segs_in;data_segs_out;lastrcv;delivered;rcv_space;rcv_ssthresh;loss_ratio;tcp_type;timestamp
9.0;308;80.578;1448;1500;536;1448;46;46;1343745;6;1277137;936;437;934;1316;0;14480;42242;4.465132893517743e-06;cubic;2
9.0;256;52.397;1448;1500;536;1448;15;14;2361689;18;2339969;1651;775;1649;2648;0;14480;42242;7.621663987087207e-06;cubic;4
9.0;256;54.448;1448;1500;536;1448;19;14;2882969;20;2842425;2013;947;2011;3948;0;14480;42242;6.937292770057534e-06;cubic;6
9.0;256;52.738;1448;1500;536;1448;8;7;3233385;26;3221801;2261;1073;2259;5252;0;14480;42242;8.041108621460172e-06;cubic;8
9.0;252;51.866;1448;1500;536;1448;15;11;3703985;28;3682265;2588;1229;2586;6648;0;14480;42242;7.559425861605811e-06;cubic;10
9.0;252;51.647;1448;1500;536;1448;16;10;4254225;32;4231057;2972;1413;2970;8016;0;14480;42242;7.521934077299626e-06;cubic;12
9.0;252;51.658;1448;1500;536;1448;21;15;4927545;34;4897137;3439;1636;3437;9340;0;14480;42242;6.899987722080671e-06;cubic;14
9.0;256;52.141;1448;1500;536;1448;16;14;5579145;38;5557425;3893;1857;3891;10668;0;14480;42242;6.8110794754393374e-06;cubic;16
9.0;252;50.924;1448;1500;536;1448;15;14;6209025;42;6188753;4332;2068;4330;12008;0;14480;42242;6.764347059320908e-06;cubic;18
9.0;252;51.343;1448;1500;536;1448;23;10;6834561;46;6801257;4768;2275;4766;13452;0;14480;42242;6.730498125629429e-06;cubic;20
9.0;252;51.061;1448;1500;536;1448;19;17;7678745;50;7651233;5355;2562;5353;14892;0;14480;42242;6.5114807172265784e-06;cubic;22
9.0;256;55.243;1448;1500;536;1448;6;4;8013233;59;8005993;5595;2682;5593;16256;0;14480;42242;7.362820973756785e-06;cubic;24
9.0;252;50.853;1448;1500;536;1448;12;10;8421569;61;8404193;5879;2816;5877;17616;0;14480;42242;7.243305849539439e-06;cubic;26
9.0;252;51.22;1448;1500;536;1448;21;10;8990633;63;8960225;6274;3004;6272;19008;0;14480;42242;7.007293034873073e-06;cubic;28
9.0;256;52.352;1448;1500;536;1448;9;8;9581417;71;9568385;6690;3210;6688;20436;0;14480;42242;7.410177429914594e-06;cubic;30
9.0;256;52.166;1448;1500;536;1448;24;8;10308313;71;10273561;7192;3442;7190;22076;0;14480;42242;6.887644952185678e-06;cubic;32
9.0;256;52.701;1448;1500;536;1448;11;10;10794841;79;10780361;7536;3611;7534;23332;0;14480;42242;7.318310663399303e-06;cubic;34
9.0;252;51.993;1448;1500;536;1448;19;10;11339289;81;11311777;7914;3789;7912;24784;0;14480;42242;7.143305016743113e-06;cubic;36
9.0;256;54.333;1448;1500;536;1448;7;6;11818577;89;11808441;8253;3952;8251;26032;0;14480;42242;7.5305174218520556e-06;cubic;38
9.0;256;54.632;1448;1500;536;1448;10;7;12111073;93;12096593;8459;4048;8457;27408;0;14480;42242;7.67892324651994e-06;cubic;40
9.0;260;57.445;1448;1500;536;1448;17;9;12536785;94;12512169;8754;4185;8752;28720;0;14480;42242;7.497935076656415e-06;cubic;42
9.0;260;57.642;1448;1500;536;1448;23;14;13199969;98;13166665;9216;4400;9214;30124;0;14480;42242;7.424259860004216e-06;cubic;44
9.0;256;53.223;1448;1500;536;1448;24;14;14036913;102;14002161;9798;4676;9796;31732;0;14480;42242;7.26655497544225e-06;cubic;46
9.0;260;56.227;1448;1500;536;1448;15;14;14915849;108;14894129;10411;4969;10409;33364;0;14480;42242;7.240620362944141e-06;cubic;48
9.0;252;51.447;1448;1500;536;1448;21;14;15574689;110;15544281;10868;5178;10866;34792;0;14480;42242;7.0627413491210005e-06;cubic;50
9.0;256;53.321;1448;1500;536;1448;21;16;16398601;114;16368193;11441;5451;11439;36368;0;14480;42242;6.951812535715699e-06;cubic;52
9.0;252;51.803;1448;1500;536;1448;13;11;16960425;119;16943049;11834;5639;11832;37692;0;14480;42242;7.01633361192305e-06;cubic;54
9.0;256;55.05;1448;1500;536;1448;9;9;17313737;125;17302153;12084;5759;12082;39024;0;14480;42242;7.219700749757259e-06;cubic;56
9.0;264;60.976;1448;1500;536;1448;16;7;17685873;127;17662705;12343;5875;12341;40308;0;14480;42242;7.1808725529127116e-06;cubic;58
